insert into Employee (EmpId, FirstName, LastName, DepartmentNumber) values (1, 'Vernice', 'Haggie', 528);
insert into Projects (ProjectNumber, ProjectName, Budget) values (79, 'El Paso Corp.', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (80, 'W. R. Grace and Company', 214750.6707);
insert into Projects (ProjectNumber, ProjectName, Budget) values (81, 'Life Plan Counselling', 180674.6238);
insert into Projects (ProjectNumber, ProjectName, Budget) values (82, 'Colt''s Manufacturing Company', 378459.3362);
insert into Projects (ProjectNumber, ProjectName, Budget) values (83, 'Pro Yard Services', 293850.6545);
insert into Projects (ProjectNumber, ProjectName, Budget) values (84, 'Kingston Technology', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (85, 'BlackRock', 144599.6263);
insert into Projects (ProjectNumber, ProjectName, Budget) values (86, 'Asian Fusion', 357680.2125);
insert into Projects (ProjectNumber, ProjectName, Budget) values (87, 'Mars Incorporated', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (88, 'Electronic Geek', 114919.2094);
insert into Projects (ProjectNumber, ProjectName, Budget) values (89, 'Vizio', 251261.5687);
insert into Projects (ProjectNumber, ProjectName, Budget) values (90, 'Birdwell', 185275.5159);
insert into Projects (ProjectNumber, ProjectName, Budget) values (91, 'Listen Up', 335098.375);
insert into Projects (ProjectNumber, ProjectName, Budget) values (92, null, 105458.5332);
insert into Projects (ProjectNumber, ProjectName, Budget) values (93, 'Abbott Laboratories', 387077.2082);
insert into Projects (ProjectNumber, ProjectName, Budget) values (94, 'Magna Architectural Design', 148686.4377);
insert into Projects (ProjectNumber, ProjectName, Budget) values (95, 'State Street Corporation', 234872.6503);
insert into Projects (ProjectNumber, ProjectName, Budget) values (96, 'Wendy''sArby''s Group', 180715.0821);
insert into Projects (ProjectNumber, ProjectName, Budget) values (97, 'Garden Guru', 114054.5851);
insert into Projects (ProjectNumber, ProjectName, Budget) values (98, 'Pointers', 157175.998);
insert into Projects (ProjectNumber, ProjectName, Budget) values (99, 'Destiny Planners', 218419.2317);
insert into Projects (ProjectNumber, ProjectName, Budget) values (100, null, 241817.6803);
insert into Projects (ProjectNumber, ProjectName, Budget) values (101, 'Vari-Tec', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (102, 'Domtar', 308119.7344);
insert into Projects (ProjectNumber, ProjectName, Budget) values (103, 'Zenith Electronics', 259985.8428);
insert into Projects (ProjectNumber, ProjectName, Budget) values (104, null, 125842.5512);
insert into Projects (ProjectNumber, ProjectName, Budget) values (105, null, 289394.2989);
insert into Projects (ProjectNumber, ProjectName, Budget) values (106, 'Castle Realty', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (107, null, 182654.8541);
insert into Projects (ProjectNumber, ProjectName, Budget) values (108, 'Avery Dennison', 159688.6997);
insert into Projects (ProjectNumber, ProjectName, Budget) values (109, 'Multicerv', 273147.7115);
insert into Projects (ProjectNumber, ProjectName, Budget) values (110, 'Gatorade', 212081.2922);
insert into Projects (ProjectNumber, ProjectName, Budget) values (111, 'Destiny Realty Solutions', 381455.4254);
insert into Projects (ProjectNumber, ProjectName, Budget) values (112, 'Amkor Technology', 299501.7222);
insert into Projects (ProjectNumber, ProjectName, Budget) values (113, 'Copeland''s', 390795.262);
insert into Projects (ProjectNumber, ProjectName, Budget) values (114, 'Solution Bridge', 306885.6388);
insert into Projects (ProjectNumber, ProjectName, Budget) values (115, 'Ideal Garden Management', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (116, null, 245840.348);
insert into Projects (ProjectNumber, ProjectName, Budget) values (117, 'Frasca International', 153089.5214);
insert into Projects (ProjectNumber, ProjectName, Budget) values (118, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (119, null, 215104.2229);
insert into Projects (ProjectNumber, ProjectName, Budget) values (120, 'Spanx', 311975.8644);
insert into Projects (ProjectNumber, ProjectName, Budget) values (121, 'CIGNA', 226194.6589);
insert into Projects (ProjectNumber, ProjectName, Budget) values (122, 'Rockwell Automation', 326336.2593);
insert into Projects (ProjectNumber, ProjectName, Budget) values (123, 'Vari-Tec', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (124, 'Benchmark Electronics', 336352.13);
insert into Projects (ProjectNumber, ProjectName, Budget) values (125, 'Midway Games', 385855.9121);
insert into Projects (ProjectNumber, ProjectName, Budget) values (126, null, 240078.2241);
insert into Projects (ProjectNumber, ProjectName, Budget) values (127, 'Harman International Industries', 241404.8882);
insert into Projects (ProjectNumber, ProjectName, Budget) values (128, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (129, null, 358113.2262);
insert into Projects (ProjectNumber, ProjectName, Budget) values (130, 'Honeywell', 365675.2234);
insert into Projects (ProjectNumber, ProjectName, Budget) values (131, 'Casco Bay Lines', 386875.2747);
insert into Projects (ProjectNumber, ProjectName, Budget) values (132, null, 323234.0139);
insert into Projects (ProjectNumber, ProjectName, Budget) values (133, 'Mauna Loa Macadamia Nut Corp.', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (134, 'AND1', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (135, 'Home City Ice Co.', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (136, null, 330193.0352);
insert into Projects (ProjectNumber, ProjectName, Budget) values (137, 'Pro Garden Management', 332209.2478);
insert into Projects (ProjectNumber, ProjectName, Budget) values (138, null, 388715.2496);
insert into Projects (ProjectNumber, ProjectName, Budget) values (139, 'Walmart', 125997.7111);
insert into Projects (ProjectNumber, ProjectName, Budget) values (140, 'Domtar', 136369.8337);
insert into Projects (ProjectNumber, ProjectName, Budget) values (141, null, 256768.8471);
insert into Projects (ProjectNumber, ProjectName, Budget) values (142, 'AVST', 206577.7865);
insert into Projects (ProjectNumber, ProjectName, Budget) values (143, 'Sterling Ledet & Associates', 193432.8669);
insert into Projects (ProjectNumber, ProjectName, Budget) values (144, 'Advanced Micro Devices', 345267.2394);
insert into Projects (ProjectNumber, ProjectName, Budget) values (145, 'Wheeling-Pittsburgh Steel', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (146, 'Spanx', 376533.7264);
insert into Projects (ProjectNumber, ProjectName, Budget) values (147, null, 211771.9878);
insert into Projects (ProjectNumber, ProjectName, Budget) values (148, 'Realty Zone', 129335.8855);
insert into Projects (ProjectNumber, ProjectName, Budget) values (149, 'SanDisk', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (150, 'Omni Group', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (151, 'Perdue Farms', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (152, 'First Hawaiian Bank', 137554.5564);
insert into Projects (ProjectNumber, ProjectName, Budget) values (153, 'Integra Design', 351910.7529);
insert into Projects (ProjectNumber, ProjectName, Budget) values (154, 'Best Buy', 269884.5095);
insert into Projects (ProjectNumber, ProjectName, Budget) values (155, 'McCormick & Company', 130839.5659);
insert into Projects (ProjectNumber, ProjectName, Budget) values (156, 'Magik Gray', 399925.8423);
insert into Projects (ProjectNumber, ProjectName, Budget) values (157, 'NetDNA', 222194.5894);
insert into Projects (ProjectNumber, ProjectName, Budget) values (158, 'Butler America', 326949.1398);
insert into Projects (ProjectNumber, ProjectName, Budget) values (159, 'Magna Solution', 193606.7339);
insert into Projects (ProjectNumber, ProjectName, Budget) values (160, 'Burlington Coat Factory', 127008.9372);
insert into Projects (ProjectNumber, ProjectName, Budget) values (161, 'Realty Depot', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (162, null, 215111.6919);
insert into Projects (ProjectNumber, ProjectName, Budget) values (163, 'Polaroid Corporation', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (164, 'Bellwether Technology Corporation', 253911.2907);
insert into Projects (ProjectNumber, ProjectName, Budget) values (165, 'Forum Communications', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (166, 'VECO Corporation', 162706.6954);
insert into Projects (ProjectNumber, ProjectName, Budget) values (167, 'Inc.', 376302.6519);
insert into Projects (ProjectNumber, ProjectName, Budget) values (168, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (169, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (170, 'Iron Mountain', 112161.3559);
insert into Projects (ProjectNumber, ProjectName, Budget) values (171, 'Medimix International', 104725.4567);
insert into Projects (ProjectNumber, ProjectName, Budget) values (172, 'Stratagee', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (173, null, 358986.0533);
insert into Projects (ProjectNumber, ProjectName, Budget) values (174, 'Stratabiz', 119500.6135);
insert into Projects (ProjectNumber, ProjectName, Budget) values (175, 'Kmart', 387459.4333);
insert into Projects (ProjectNumber, ProjectName, Budget) values (176, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (177, 'Bob Evans Restaurants', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (178, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (179, null, 255284.9259);
insert into Projects (ProjectNumber, ProjectName, Budget) values (180, 'Medimix International', 248816.3836);
insert into Projects (ProjectNumber, ProjectName, Budget) values (181, 'Ground Round', 342017.7802);
insert into Projects (ProjectNumber, ProjectName, Budget) values (182, 'Tully''s Coffee', 343969.1463);
insert into Projects (ProjectNumber, ProjectName, Budget) values (183, 'Intelli Wealth Group', 348338.4751);
insert into Projects (ProjectNumber, ProjectName, Budget) values (184, 'A+ Investments', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (185, 'Calista Corporation', 113327.1511);
insert into Projects (ProjectNumber, ProjectName, Budget) values (186, 'DuPont (E.I. du Pont de Nemours)', 228757.6348);
insert into Projects (ProjectNumber, ProjectName, Budget) values (187, 'Valero Energy Corporation', 205143.1665);
insert into Projects (ProjectNumber, ProjectName, Budget) values (188, 'Wynn Resorts', 321481.2801);
insert into Projects (ProjectNumber, ProjectName, Budget) values (189, 'Miller Brewing', 226764.5327);
insert into Projects (ProjectNumber, ProjectName, Budget) values (190, 'Chem-Dry', 251222.5554);
insert into Projects (ProjectNumber, ProjectName, Budget) values (191, 'Pro Star', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (192, 'American Financial Group', 214648.2553);
insert into Projects (ProjectNumber, ProjectName, Budget) values (193, 'Accuquote', 186549.9823);
insert into Projects (ProjectNumber, ProjectName, Budget) values (194, 'Wheeling-Pittsburgh Steel', 298214.2302);
insert into Projects (ProjectNumber, ProjectName, Budget) values (195, 'Springfield Armory', 175463.3581);
insert into Projects (ProjectNumber, ProjectName, Budget) values (196, 'Inc.', 107577.9165);
insert into Projects (ProjectNumber, ProjectName, Budget) values (197, 'Alladin Realty', 161423.7542);
insert into Projects (ProjectNumber, ProjectName, Budget) values (198, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (199, 'Brown-Forman Corporation', 195567.4442);
insert into Projects (ProjectNumber, ProjectName, Budget) values (200, 'Diebold', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (201, 'First Rate Choice', 131732.1542);
insert into Projects (ProjectNumber, ProjectName, Budget) values (202, 'Symantec', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (203, 'Price Waterhouse Coopers', 333883.0186);
insert into Projects (ProjectNumber, ProjectName, Budget) values (204, null, 397752.44);
insert into Projects (ProjectNumber, ProjectName, Budget) values (205, 'Archer Daniels Midland', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (206, 'NetZero', 225799.7095);
insert into Projects (ProjectNumber, ProjectName, Budget) values (207, null, 328656.7034);
insert into Projects (ProjectNumber, ProjectName, Budget) values (208, 'Destiny Realty Solutions', 382591.9016);
insert into Projects (ProjectNumber, ProjectName, Budget) values (209, 'Wynn Resorts', 295318.8678);
insert into Projects (ProjectNumber, ProjectName, Budget) values (210, 'Miller Brewing', 334910.7699);
insert into Projects (ProjectNumber, ProjectName, Budget) values (211, 'Springfield Armory', 331329.9135);
insert into Projects (ProjectNumber, ProjectName, Budget) values (212, 'Monmax', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (213, 'NetZero', 179882.4109);
insert into Projects (ProjectNumber, ProjectName, Budget) values (214, 'Applied Biosystems', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (215, 'American Express', 353173.4268);
insert into Projects (ProjectNumber, ProjectName, Budget) values (216, 'Magna Gases', 156666.5374);
insert into Projects (ProjectNumber, ProjectName, Budget) values (217, 'Zappos.com', 144796.5595);
insert into Projects (ProjectNumber, ProjectName, Budget) values (218, null, 255363.7617);
insert into Projects (ProjectNumber, ProjectName, Budget) values (219, 'Big Lots', 143904.631);
insert into Projects (ProjectNumber, ProjectName, Budget) values (220, 'Mauna Loa Macadamia Nut Corp.', 111093.808);
insert into Projects (ProjectNumber, ProjectName, Budget) values (221, null, 140864.6379);
insert into Projects (ProjectNumber, ProjectName, Budget) values (222, 'Memorex', 267973.2073);
insert into Projects (ProjectNumber, ProjectName, Budget) values (223, null, 270610.2373);
insert into Projects (ProjectNumber, ProjectName, Budget) values (224, 'General Dynamics', 158620.4591);
insert into Projects (ProjectNumber, ProjectName, Budget) values (225, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (226, 'Novellus Systems', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (227, 'Advanced Micro Devices', 291441.0951);
insert into Projects (ProjectNumber, ProjectName, Budget) values (228, 'Target Corporation', 398905.8263);
insert into Projects (ProjectNumber, ProjectName, Budget) values (229, null, 109617.4211);
insert into Projects (ProjectNumber, ProjectName, Budget) values (230, 'Citrix', 120641.0088);
insert into Projects (ProjectNumber, ProjectName, Budget) values (231, 'Body Toning', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (232, null, 111168.669);
insert into Projects (ProjectNumber, ProjectName, Budget) values (233, 'Corsair Memory', 329280.6104);
insert into Projects (ProjectNumber, ProjectName, Budget) values (234, 'United Parcel Service (UPS)', 395242.485);
insert into Projects (ProjectNumber, ProjectName, Budget) values (235, 'Office Depot', 191157.7034);
insert into Projects (ProjectNumber, ProjectName, Budget) values (236, 'Inc.', 368251.0988);
insert into Projects (ProjectNumber, ProjectName, Budget) values (237, 'Netcore', 222478.3873);
insert into Projects (ProjectNumber, ProjectName, Budget) values (238, 'Pointers', 152131.2446);
insert into Projects (ProjectNumber, ProjectName, Budget) values (239, 'Knockout Kickboxing', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (240, null, 126217.4402);
insert into Projects (ProjectNumber, ProjectName, Budget) values (241, 'American Home Mortgage', 236272.8571);
insert into Projects (ProjectNumber, ProjectName, Budget) values (242, 'Rockford Fosgate', 275218.2993);
insert into Projects (ProjectNumber, ProjectName, Budget) values (243, 'FileMaker Inc.', 342803.7764);
insert into Projects (ProjectNumber, ProjectName, Budget) values (244, 'Solution Bridge', 248973.0874);
insert into Projects (ProjectNumber, ProjectName, Budget) values (245, null, 376352.936);
insert into Projects (ProjectNumber, ProjectName, Budget) values (246, 'Houlihan''s', 246699.6454);
insert into Projects (ProjectNumber, ProjectName, Budget) values (247, 'Take-Two Interactive', 108273.7186);
insert into Projects (ProjectNumber, ProjectName, Budget) values (248, 'Journal Communications', 325903.7763);
insert into Projects (ProjectNumber, ProjectName, Budget) values (249, 'ADC Telecommunications', 280864.7725);
insert into Projects (ProjectNumber, ProjectName, Budget) values (250, null, 392660.9815);
insert into Projects (ProjectNumber, ProjectName, Budget) values (251, 'Realty Depot', 125370.7993);
insert into Projects (ProjectNumber, ProjectName, Budget) values (252, 'Quality Event Planner', 158172.6959);
insert into Projects (ProjectNumber, ProjectName, Budget) values (253, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (254, 'Sur La Table', 236598.9205);
insert into Projects (ProjectNumber, ProjectName, Budget) values (255, null, 177579.9484);
insert into Projects (ProjectNumber, ProjectName, Budget) values (256, 'NetApp', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (257, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (258, 'The High Heelers', 265669.7575);
insert into Projects (ProjectNumber, ProjectName, Budget) values (259, 'Ultimate Software', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (260, null, 385206.7905);
insert into Projects (ProjectNumber, ProjectName, Budget) values (261, null, 171127.2758);
insert into Projects (ProjectNumber, ProjectName, Budget) values (262, 'Alienware', 363930.1902);
insert into Projects (ProjectNumber, ProjectName, Budget) values (263, 'One-Up Realty', 274669.4554);
insert into Projects (ProjectNumber, ProjectName, Budget) values (264, 'Arbitron', 149116.8263);
insert into Projects (ProjectNumber, ProjectName, Budget) values (265, 'Broadcom', 171960.3693);
insert into Projects (ProjectNumber, ProjectName, Budget) values (266, null, 112836.115);
insert into Projects (ProjectNumber, ProjectName, Budget) values (267, 'McCormick & Company', 300037.6666);
insert into Projects (ProjectNumber, ProjectName, Budget) values (268, 'Walt Disney Company', 262672.6059);
insert into Projects (ProjectNumber, ProjectName, Budget) values (269, 'Pinnacle Systems', 377479.0666);
insert into Projects (ProjectNumber, ProjectName, Budget) values (270, 'First Hawaiian Bank', 322111.2064);
insert into Projects (ProjectNumber, ProjectName, Budget) values (271, 'AT&T', 199271.6093);
insert into Projects (ProjectNumber, ProjectName, Budget) values (272, 'AskMeNow', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (273, 'Integra Wealth Planners', 276775.0814);
insert into Projects (ProjectNumber, ProjectName, Budget) values (274, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (275, 'Aleris International', 180386.9569);
insert into Projects (ProjectNumber, ProjectName, Budget) values (276, 'Kingston Technology', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (277, 'Millenia Life', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (278, 'Envirotecture Design', 208313.7901);
insert into Projects (ProjectNumber, ProjectName, Budget) values (279, 'Quickbiz', 316710.2599);
insert into Projects (ProjectNumber, ProjectName, Budget) values (280, 'Acuserv', 304455.8999);
insert into Projects (ProjectNumber, ProjectName, Budget) values (281, 'NetApp', 303007.3517);
insert into Projects (ProjectNumber, ProjectName, Budget) values (282, null, 329754.9519);
insert into Projects (ProjectNumber, ProjectName, Budget) values (283, 'Take-Two Interactive', 244009.2887);
insert into Projects (ProjectNumber, ProjectName, Budget) values (284, 'Rockford Fosgate', 161590.5527);
insert into Projects (ProjectNumber, ProjectName, Budget) values (285, 'Creative Wealth Management', 389560.8314);
insert into Projects (ProjectNumber, ProjectName, Budget) values (286, 'Vari-Tec', 200769.9618);
insert into Projects (ProjectNumber, ProjectName, Budget) values (287, 'U.S. Steel', 307921.2271);
insert into Projects (ProjectNumber, ProjectName, Budget) values (288, 'Red Fox Tavern', 234162.4988);
insert into Projects (ProjectNumber, ProjectName, Budget) values (289, null, 172482.5568);
insert into Projects (ProjectNumber, ProjectName, Budget) values (290, 'Wendy''sArby''s Group', 123899.8024);
insert into Projects (ProjectNumber, ProjectName, Budget) values (291, 'Fabrik Inc.', 207730.1057);
insert into Projects (ProjectNumber, ProjectName, Budget) values (292, 'Asbury Automotive Group', 141075.6797);
insert into Projects (ProjectNumber, ProjectName, Budget) values (293, 'SBC Communications', 199489.3966);
insert into Projects (ProjectNumber, ProjectName, Budget) values (294, 'Perdue Farms', 104931.8007);
insert into Projects (ProjectNumber, ProjectName, Budget) values (295, 'Boston Scientific', 108013.9015);
insert into Projects (ProjectNumber, ProjectName, Budget) values (296, 'Edge Yard Service', 376311.0025);
insert into Projects (ProjectNumber, ProjectName, Budget) values (297, 'Lazysize', 254299.5918);
insert into Projects (ProjectNumber, ProjectName, Budget) values (298, 'Southwest Airlines', 184378.7861);
insert into Projects (ProjectNumber, ProjectName, Budget) values (299, 'Arkeia Software', 285444.021);
insert into Projects (ProjectNumber, ProjectName, Budget) values (300, 'AMETEK', 246280.7218);
insert into Projects (ProjectNumber, ProjectName, Budget) values (301, null, 213919.4741);
insert into Projects (ProjectNumber, ProjectName, Budget) values (302, 'Zoo York', 124586.3379);
insert into Projects (ProjectNumber, ProjectName, Budget) values (303, 'Alienware', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (304, 'Coventry Health Care', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (305, 'Northwest Airlines', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (306, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (307, 'Maxiserve', 319643.1811);
insert into Projects (ProjectNumber, ProjectName, Budget) values (308, 'Konsili', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (309, 'Edge Yard Service', 169479.676);
insert into Projects (ProjectNumber, ProjectName, Budget) values (310, 'Hot Topic', 223082.0167);
insert into Projects (ProjectNumber, ProjectName, Budget) values (311, 'Twitter', 118084.3308);
insert into Projects (ProjectNumber, ProjectName, Budget) values (312, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (313, 'Pinnacle Systems', 124878.939);
insert into Projects (ProjectNumber, ProjectName, Budget) values (314, 'Dynatronics Accessories', 138570.0648);
insert into Projects (ProjectNumber, ProjectName, Budget) values (315, 'BMC Software', 128921.9077);
insert into Projects (ProjectNumber, ProjectName, Budget) values (316, 'Seksi Lady', 251587.6847);
insert into Projects (ProjectNumber, ProjectName, Budget) values (317, null, 150345.644);
insert into Projects (ProjectNumber, ProjectName, Budget) values (318, 'Salary.com', 372810.2435);
insert into Projects (ProjectNumber, ProjectName, Budget) values (319, 'Limited Brands', 161741.3714);
insert into Projects (ProjectNumber, ProjectName, Budget) values (320, 'SanDisk', 133063.773);
insert into Projects (ProjectNumber, ProjectName, Budget) values (321, 'Gore-Tex', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (322, null, 211219.8422);
insert into Projects (ProjectNumber, ProjectName, Budget) values (323, 'Millenia Life', 110973.4932);
insert into Projects (ProjectNumber, ProjectName, Budget) values (324, 'Bain & Company', 125337.5828);
insert into Projects (ProjectNumber, ProjectName, Budget) values (325, 'CKE Restaurants', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (326, null, 260604.1072);
insert into Projects (ProjectNumber, ProjectName, Budget) values (327, 'ION Media Networks', 315355.7843);
insert into Projects (ProjectNumber, ProjectName, Budget) values (328, 'Suadela Investment', 315174.2047);
insert into Projects (ProjectNumber, ProjectName, Budget) values (329, 'Bank of New York Mellon', 181551.8496);
insert into Projects (ProjectNumber, ProjectName, Budget) values (330, 'Crazy Tiger', 384470.6643);
insert into Projects (ProjectNumber, ProjectName, Budget) values (331, 'Ideal Industries', 146607.8829);
insert into Projects (ProjectNumber, ProjectName, Budget) values (332, 'Chugach Alaska Corporation', 157346.6208);
insert into Projects (ProjectNumber, ProjectName, Budget) values (333, null, 260914.5945);
insert into Projects (ProjectNumber, ProjectName, Budget) values (334, 'Air Products & Chemicals', 174715.4208);
insert into Projects (ProjectNumber, ProjectName, Budget) values (335, 'Chugach Alaska Corporation', 231116.2664);
insert into Projects (ProjectNumber, ProjectName, Budget) values (336, 'Informix', 292314.8974);
insert into Projects (ProjectNumber, ProjectName, Budget) values (337, 'Onvia', 195105.5653);
insert into Projects (ProjectNumber, ProjectName, Budget) values (338, 'Dole Foods', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (339, 'Excella', 223591.9505);
insert into Projects (ProjectNumber, ProjectName, Budget) values (340, 'Dole Foods', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (341, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (342, 'Envirotecture Design', 109738.9702);
insert into Projects (ProjectNumber, ProjectName, Budget) values (343, 'Dover Corporation', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (344, 'Giant Food', 199335.9476);
insert into Projects (ProjectNumber, ProjectName, Budget) values (345, 'Liz Claiborne', 274753.8519);
insert into Projects (ProjectNumber, ProjectName, Budget) values (346, 'Liz Claiborne', 111070.2913);
insert into Projects (ProjectNumber, ProjectName, Budget) values (347, 'LeapFrog Enterprises', 323014.84);
insert into Projects (ProjectNumber, ProjectName, Budget) values (348, null, 394244.3155);
insert into Projects (ProjectNumber, ProjectName, Budget) values (349, 'Applied Materials', 279857.4929);
insert into Projects (ProjectNumber, ProjectName, Budget) values (350, 'Limited Brands', 134513.8463);
insert into Projects (ProjectNumber, ProjectName, Budget) values (351, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (352, 'Ameriprise Financial', 198832.7008);
insert into Projects (ProjectNumber, ProjectName, Budget) values (353, null, 167308.0182);
insert into Projects (ProjectNumber, ProjectName, Budget) values (354, 'Enterprise GP Holdings', 116032.4019);
insert into Projects (ProjectNumber, ProjectName, Budget) values (355, 'Millenia Life', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (356, 'Choices', 220022.2316);
insert into Projects (ProjectNumber, ProjectName, Budget) values (357, 'Chem-Dry', 245140.4507);
insert into Projects (ProjectNumber, ProjectName, Budget) values (358, 'Matrix Interior Design', 155317.5268);
insert into Projects (ProjectNumber, ProjectName, Budget) values (359, null, 338424.6401);
insert into Projects (ProjectNumber, ProjectName, Budget) values (360, 'Parts and Pieces', 119153.9997);
insert into Projects (ProjectNumber, ProjectName, Budget) values (361, null, 359756.3765);
insert into Projects (ProjectNumber, ProjectName, Budget) values (362, 'Enterprise GP Holdings', 398852.3592);
insert into Projects (ProjectNumber, ProjectName, Budget) values (363, 'Magnavox', 139932.4152);
insert into Projects (ProjectNumber, ProjectName, Budget) values (364, 'Rich and Happy', 192649.2813);
insert into Projects (ProjectNumber, ProjectName, Budget) values (365, null, 362376.1556);
insert into Projects (ProjectNumber, ProjectName, Budget) values (366, 'Amazon.com', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (367, 'Multi-Systems Merchant Services', 376616.2458);
insert into Projects (ProjectNumber, ProjectName, Budget) values (368, 'ManPower', 204646.1271);
insert into Projects (ProjectNumber, ProjectName, Budget) values (369, 'Dollar Tree', 366304.1188);
insert into Projects (ProjectNumber, ProjectName, Budget) values (370, 'American Eagle Outfitters', 159500.9638);
insert into Projects (ProjectNumber, ProjectName, Budget) values (371, 'Ideal Garden Management', 363773.6694);
insert into Projects (ProjectNumber, ProjectName, Budget) values (372, 'Amtrak (National Railroad Passenger Corporation)', 339115.7864);
insert into Projects (ProjectNumber, ProjectName, Budget) values (373, 'The Jolly Farmer', 343903.7068);
insert into Projects (ProjectNumber, ProjectName, Budget) values (374, 'Aloha Airlines', 346752.911);
insert into Projects (ProjectNumber, ProjectName, Budget) values (375, null, 358774.6929);
insert into Projects (ProjectNumber, ProjectName, Budget) values (376, null, null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (377, 'The Polka Dot Bear Tavern', 218998.1685);
insert into Projects (ProjectNumber, ProjectName, Budget) values (378, 'Bonanza Produce Stores', 225912.2209);
insert into Projects (ProjectNumber, ProjectName, Budget) values (379, 'BJ''s Wholesale Club', 363902.241);
insert into Projects (ProjectNumber, ProjectName, Budget) values (380, null, 200048.7901);
insert into Projects (ProjectNumber, ProjectName, Budget) values (381, 'Testor Corporation', 212803.5229);
insert into Projects (ProjectNumber, ProjectName, Budget) values (382, null, 329882.9069);
insert into Projects (ProjectNumber, ProjectName, Budget) values (383, null, 161997.0549);
insert into Projects (ProjectNumber, ProjectName, Budget) values (384, null, 372896.567);
insert into Projects (ProjectNumber, ProjectName, Budget) values (385, 'Fresh Start', 200263.1406);
insert into Projects (ProjectNumber, ProjectName, Budget) values (386, 'Colgate-Palmolive', 392022.1574);
insert into Projects (ProjectNumber, ProjectName, Budget) values (387, 'Deere & Company', 311438.2137);
insert into Projects (ProjectNumber, ProjectName, Budget) values (388, 'DC Shoes', 186154.5777);
insert into Projects (ProjectNumber, ProjectName, Budget) values (389, 'Multicerv', 305710.2573);
insert into Projects (ProjectNumber, ProjectName, Budget) values (390, 'Kroger', null);
insert into Projects (ProjectNumber, ProjectName, Budget) values (391, 'Lazysize', 137230.4465);
